,car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
1618,Hyundai Verna SX,890000,56040,Diesel,Mumbai,2017
1619,Maruti Suzuki S-Presso,476000,64,Petrol,Delhi,2021
1620,Maruti Suzuki Dzire,690000,51500,Petrol,Ahmedabad,2019
1621,Honda City Anniversary,1130000,36040,Petrol,Pune,2018
1622,Maruti Suzuki Alto,199000,34579,Petrol,Pune,2012
1623,Hyundai Elite i20,461000,40875,Petrol,Kolkata,2015
1624,Hyundai i20 Active,673000,31622,Petrol,Hyderabad,2017
1625,Ford EcoSport Titanium,899000,36600,Diesel,Bangalore,2017
1626,Audi A6 2.0,1350000,29000,Diesel,Kolkata,2013
1627,Skoda Rapid Ambition,980000,41443,Diesel,Hyderabad,2019
1628,Ford EcoSport Titanium,625000,62926,Petrol,Mumbai,2016
1629,Maruti Suzuki Wagon,384000,55486,Petrol,Kolkata,2017
1630,Hyundai Grand i10,625000,36053,Petrol,Ahmedabad,2020
1631,Honda Jazz V,770000,17922,Petrol,Pune,2019
1632,Kia Seltos HTK,1685000,8963,Petrol,Thane,2022
1633,Honda City V,891000,20143,Petrol,Bangalore,2018
1634,Maruti Suzuki Swift,475000,66000,Petrol,Thane,2013
1635,Maruti Suzuki Estilo,0,29012,Petrol,Kolkata,2008
1636,Honda City V,835000,40547,Petrol,Mumbai,2018
1637,Honda City VX,680000,80815,Petrol,Mumbai,2016
1638,Maruti Suzuki Swift,606000,24858,Petrol,Bangalore,2017
1639,Isuzu MU-X 4x2,1791000,96095,Diesel,Thane,2017
1640,Maruti Suzuki Wagon,323000,54095,Petrol,Pune,2014
1641,MINI Cooper Countryman,2000000,69446,Petrol,Hyderabad,2014
1642,Maruti Suzuki Alto,210000,127000,Petrol,Kolkata,2012
1643,Hyundai Creta SX,1700000,12500,Petrol + 1,Poonamallee,2020
1644,Maruti Suzuki Dzire,799000,59597,Petrol,Bangalore,2018
1645,Maruti Suzuki Wagon,535000,18855,Petrol,Thane,2019
1646,Maruti Suzuki Swift,745000,41528,Petrol,Bangalore,2018
1647,Maruti Suzuki Swift,551000,35166,Petrol,Hyderabad,2019
1648,Fiat Abarth Punto,897000,26762,Petrol,Bangalore,2015
1649,Audi Q5 2.0,2288000,58670,Diesel,Ahmedabad,2014
1650,Hyundai Grand i10,575000,29964,Petrol,Mumbai,2017
1651,Land Rover Range,7700000,5600,Petrol,Thane,2021
1652,Maruti Suzuki Alto,289000,20572,Petrol,Delhi,2017
1653,Tata Tiago Revotron,453000,44296,Petrol,Chennai,2018
1654,Mahindra KUV100 NXT,700000,12000,Petrol,Hyderabad,2020
1655,Maruti Suzuki Alto,291000,39262,Petrol,Pune,2017
1656,Hyundai Santro Xing,142000,46733,Petrol,Kolkata,2010
1657,Volkswagen Polo Highline1.2L,699000,39200,Petrol,Bangalore,2016
1658,Hyundai Creta 1.6,964000,67981,Petrol,Pune,2016
1659,Honda City ZX,1249000,66729,Petrol,Bangalore,2020
1660,Mercedes-Benz CLA 200,2550000,13137,Petrol,Mumbai,2017
1661,Volkswagen Polo Highline1.2L,300000,47000,Petrol,Kolkata,2013
1662,Volvo XC90 D5,4500000,45000,Diesel,Kolkata,2018
1663,Mahindra XUV300 1.5,1299000,36770,Diesel,Bangalore,2019
1664,Isuzu D-Max V-Cross,1695000,67970,Diesel,Bangalore,2017
1665,Honda City SV,658000,46910,Petrol,Pune,2015
1666,Honda Jazz S,685000,34231,Petrol,Bangalore,2015
1667,Tata Safari XZA,2395000,13594,Diesel,Bangalore,2021
1668,Hyundai Venue SX,925000,43000,Diesel,Ahmedabad,2020
1669,Honda City VX,735000,82953,Petrol,Chennai,2016
1670,Tata Safari Storme,575000,65000,Diesel,Kolkata,2014
1671,Audi A4 2.0,1490000,86830,Diesel,Hyderabad,2013
1672,Hyundai Creta S,1600000,72305,Diesel,Hyderabad,2021
1673,Honda City V,680000,55201,Diesel,Hyderabad,2015
1674,Maruti Suzuki Ciaz,731000,37799,Petrol,Thane,2017
1675,Maruti Suzuki Wagon,295000,24628,Petrol,Bangalore,2011
1676,Honda WR-V SV,775000,24000,Petrol,Ahmedabad,2020
1677,Maruti Suzuki S-Cross,1150000,34514,Diesel,Hyderabad,2019
1678,Mahindra XUV500 W10,1050000,89000,Diesel,Thane,2016
1679,Toyota Innova Crysta,1900000,108810,Diesel,Ahmedabad,2018
1680,Maruti Suzuki Wagon,556000,3810,Petrol,Delhi,2021
1681,Jeep Compass Longitude,1540000,43922,Diesel,Thane,2019
1682,Maruti Suzuki Celerio,615000,36560,CNG,Thane,2020
1683,Hyundai i10 Sportz,455000,48137,Petrol,Hyderabad,2014
1684,Honda City V,795000,44415,Petrol,Thane,2017
1685,Jeep Compass Limited,1798999,64683,Diesel,Bangalore,2019
1686,Honda Amaze 1.2,395000,38885,Petrol,Mumbai,2014
1687,Maruti Suzuki Baleno,711000,69886,Petrol,Mumbai,2019
1688,Toyota Land Cruiser,7000000,152000,Diesel,Pune,2011
1689,Hyundai Verna Fluidic,1011000,31726,Petrol,Pune,2018
1690,Maruti Suzuki S-Presso,440000,75258,Petrol,Hyderabad,2020
1691,Honda City 1.5,325000,77000,Petrol,Noida,2010
1692,Maruti Suzuki Swift,411000,34551,Petrol,Delhi,2015
1693,Hyundai Creta 1.6,1157000,53459,Diesel,Hyderabad,2017
1694,Maruti Suzuki S-Cross,914000,11729,Petrol,Kolkata,2020
1695,Hyundai i20 Sportz,950000,11000,Diesel,Ahmedabad,2022
1696,Maruti Suzuki Swift,409999,75000,Petrol,Noida,2014
1697,Toyota Urban Cruiser,1256000,15412,Petrol,Pune,2022
1698,Honda City V,793000,70233,Petrol,Delhi,2017
1699,Honda Brio S,345000,53000,Petrol,Ahmedabad,2013
1700,Skoda Rapid Ambition,525000,60000,Petrol,Hyderabad,2014
1701,Maruti Suzuki Swift,557000,54489,Petrol,Chennai,2017
1702,Chevrolet Tavera Neo,795000,95000,Diesel,Thane,2016
1703,Toyota Corolla Altis,1275000,25000,Petrol,Mumbai,2017
1704,Nissan Kicks XV,1265000,31387,Petrol,Hyderabad,2020
1705,Maruti Suzuki Celerio,610000,23225,CNG,Thane,2020
1706,Hyundai Grand i10,494000,35705,Petrol,Delhi,2017
1707,Honda City VX,680000,41000,Diesel,Kolkata,2015
1708,Maruti Suzuki Alto,336000,44042,Petrol,Pune,2015
1709,Audi Q7 45,5200000,48000,Diesel,Pune,2017
1710,Maruti Suzuki Alto,299000,72171,Petrol,Bangalore,2014
1711,Renault Triber RXZ,670000,20555,Petrol,Pune,2020
1712,Maruti Suzuki Swift,650000,3168,Petrol,Kolkata,2019
1713,Tata Tiago Revotron,475000,47751,Petrol,Noida,2018
1714,Maruti Suzuki Alto,200999,52151,Petrol,Delhi,2010
1715,Hyundai Venue SX,983000,40655,Diesel,Delhi,2019
1716,Maruti Suzuki Swift,426999,82914,Diesel,Kolkata,2017
1717,Volkswagen Vento Highline,470000,83501,Diesel,Hyderabad,2013
1718,Hyundai Elite i20,549000,61900,Petrol,Gurgaon,2015
1719,Hyundai Creta SX,1093000,37630,Diesel,Kolkata,2018
1720,Hyundai Verna SX,1179000,63994,Petrol,Bangalore,2020
1721,Maruti Suzuki S-Cross,875000,58000,Diesel,Thane,2018
1722,Honda City VX,950000,25000,Petrol,Pallikarnai,2017
1723,Honda City V,745000,33246,Petrol,Mumbai,2017
1724,Ford EcoSport Titanium,825000,42071,Diesel,Bangalore,2016
1725,Jaguar XE Prestige,3299000,29999,Diesel,Bangalore,2017
1726,Renault Kwid RXT,315000,15507,Petrol,Thane,2017
1727,Maruti Suzuki Dzire,764000,15805,Diesel,Bangalore,2018
1728,Maruti Suzuki Celerio,385000,63931,Petrol,Noida,2014
1729,Maruti Suzuki Wagon,550000,31295,Petrol,Hyderabad,2019
1730,Hyundai Creta SX,1025000,130000,Diesel,Ahmedabad,2017
1731,Maruti Suzuki S-Cross,1156000,9400,Petrol,Ahmedabad,2021
1732,Hyundai Creta SX,855000,39000,Petrol,Thane,2015
1733,Maruti Suzuki Baleno,582000,24749,Petrol,Kolkata,2018
1734,Maruti Suzuki Vitara,1275000,21986,Petrol,Bangalore,2020
1735,BMW 5 Series,1500000,81000,Diesel,Ahmedabad,2012
1736,Volkswagen Vento Highline,1200000,37230,Petrol,Hyderabad,2021
1737,Hyundai Verna EX,525000,35856,Petrol,Delhi,2014
1738,Skoda Yeti Ambiente,600000,137849,Diesel,Hyderabad,2011
1739,Renault Kwid 1.0,451999,19927,Petrol,Bangalore,2019
1740,Nissan Sunny XL,249000,56000,Petrol,Kolkata,2012
1741,BMW 5 Series,3300000,41296,Diesel,Mumbai,2017
1742,Honda Amaze 1.2,445000,63882,Petrol,Mumbai,2016
1743,Honda Brio V,351000,39276,Petrol,Mumbai,2014
1744,Hyundai Creta S,1325000,16000,Petrol,Thane,2021
1745,Maruti Suzuki Baleno,483000,57052,Petrol,Kolkata,2016
1746,Maruti Suzuki Vitara,1022000,50802,Diesel,Pune,2019
1747,Hyundai i20 Magna,375000,45195,Petrol,Mumbai,2014
1748,Maruti Suzuki Wagon,420000,86955,CNG,Pune,2018
1749,Kia Sonet GTX,1104000,20879,Petrol,Kolkata,2020
1750,Hyundai Elite i20,595000,5000,Petrol,Thane,2016
1751,Maruti Suzuki Wagon,299000,44480,Petrol,Kolkata,2014
1752,Hyundai Santro Sportz,529000,39717,CNG,Pune,2018
1753,Mahindra TUV300 T8,623000,32549,Diesel,Kolkata,2017
1754,Skoda Laura Ambition,425000,140037,Diesel,Mumbai,2013
1755,Mahindra Thar LX,1575000,10900,Petrol,Ahmedabad,2020
1756,Audi Q3 35,1490000,90000,Diesel,Ahmedabad,2015
1757,Maruti Suzuki XL6,990000,38598,Petrol,Thane,2020
1758,Toyota Innova Crysta,2150000,12039,Diesel,Ahmedabad,2020
1759,Tata Tigor EV,1135000,17294,Electric,Thane,2021
1760,Skoda Superb Elegance,800000,135000,Petrol + 1,Thiruvallur,2010
1761,Maruti Suzuki Swift,695000,46027,Petrol,Hyderabad,2019
1762,Renault Duster RXL,480000,46525,Petrol,Pune,2014
1763,Tata Harrier XZ,1551000,24500,Diesel,Ahmedabad,2019
1764,Honda City VX,775000,48793,Petrol,Thane,2016
1765,Hyundai i10 Sportz,325000,85500,Petrol,Thane,2014
1766,Maruti Suzuki Swift,689000,34088,Petrol,Bangalore,2017
1767,Maruti Suzuki Baleno,719000,19921,Petrol,Pune,2019
1768,Honda Brio V,239000,75000,Petrol,Ahmedabad,2012
1769,Maruti Suzuki Alto,260000,99203,Petrol,Hyderabad,2012
1770,Jeep Compass Limited,1350000,57000,Diesel,Ahmedabad,2019
1771,Hyundai Grand i10,475000,34810,LPG,Bangalore,2015
1772,Maruti Suzuki Ciaz,844999,35829,Petrol,Mumbai,2018
1773,Audi A4 2.0,1350000,89332,Diesel,Ahmedabad,2013
1774,Audi Q7 45,5400000,22000,Diesel,Kolkata,2019
1775,Maruti Suzuki Vitara,821000,59706,Diesel,Mumbai,2016
1776,BMW X1 sDrive20d,800000,75000,Diesel,Ahmedabad,2011
1777,Hyundai Elite i20,594000,58262,Diesel,Delhi,2018
1778,Kia Sonet HTK,1550000,9914,Diesel,Thane,2021
1779,Hyundai Grand i10,496000,81298,Petrol,Pune,2015
1780,BMW X1 sDrive20d,3785000,29221,Diesel,Bangalore,2019
1781,Hyundai Creta E,828999,34766,Petrol,Mumbai,2017
1782,Maruti Suzuki Wagon,341000,20138,Petrol,Hyderabad,2014
1783,Honda WR-V VX,649000,47000,Petrol,Kolkata,2017
1784,Hyundai Grand i10,659000,27113,Petrol,Bangalore,2019
1785,Maruti Suzuki Wagon,699000,7506,Petrol,Bangalore,2020
1786,Toyota Innova Crysta,1889999,48969,Diesel,Thane,2018
1787,Honda Amaze 1.2,585000,77200,Petrol,Thane,2018
1788,Hyundai Grand i10,541000,34258,Petrol,Mumbai,2016
1789,Hyundai Elite i20,446000,54136,Petrol,Kolkata,2015
1790,Hyundai Elite i20,675000,28000,Petrol,Ahmedabad,2017
1791,Volkswagen Vento Comfortline,550000,56000,Diesel,Thane,2014
1792,MG Hector Plus,1700000,19000,Petrol,Kolkata,2021
1793,Maruti Suzuki Wagon,467000,84065,Petrol,Pune,2018
1794,Maruti Suzuki Ertiga,1044999,37523,Petrol,Mumbai,2019
1795,Maruti Suzuki Wagon,405999,64942,CNG,Delhi,2017
1796,Maruti Suzuki Vitara,875000,82000,Diesel,Ahmedabad,2018
1797,Hyundai i20 Magna,259000,41123,Petrol,Delhi,2011
1798,Chevrolet Cruze LTZ,690000,72000,Diesel,Ahmedabad,2015
1799,Maruti Suzuki Ritz,321000,65247,Petrol,Delhi,2014
1800,Honda Brio VX,575000,56861,Petrol,Ahmedabad,2017
1801,Hyundai Grand i10,545000,41100,Petrol,Ahmedabad,2018
1802,Maruti Suzuki Wagon,299000,56932,Petrol,Kolkata,2014
1803,Toyota Camry Hybrid,1889999,20000,Petrol,Kolkata,2017
1804,Honda City VX,1450000,4275,Petrol,Thane,2021
1805,Hyundai Elite i20,591000,20281,Petrol,Mumbai,2017
1806,Maruti Suzuki Baleno,568000,46310,Petrol,Kolkata,2019
1807,Maruti Suzuki Ritz,250000,60000,Petrol,Kolkata,2014
1808,Tata Nexon XT,690000,16449,Petrol,Kolkata,2018
1809,Jeep Compass Limited,1875000,27000,Petrol,Mumbai,2019
1810,Tata Tigor Revotron,709000,15122,Petrol,Chennai,2021
1811,Hyundai Grand i10,569000,5221,Petrol,Bangalore,2015
1812,Hyundai Grand i10,595000,35000,Petrol,Thane,2016
1813,Toyota Corolla Altis,1025000,67800,Petrol,Pallikarnai,2015
1814,Hyundai Creta E,1050000,34841,Petrol,Hyderabad,2018
1815,Maruti Suzuki Ciaz,715000,22217,Petrol,Ahmedabad,2017
1816,Tata Tiago XZ,679000,17817,Petrol,Bangalore,2020
1817,Kia Seltos HTX,1545000,13969,Petrol,Bangalore,2020
1818,Hyundai i20 Asta,960000,13626,Petrol,Thane,2021
1819,Maruti Suzuki Wagon,332000,31316,Petrol,Kolkata,2014
1820,Maruti Suzuki Dzire,725000,7050,Diesel,Thane,2018
1821,Honda City 1.5,395000,74000,Petrol,Mumbai,2012
1822,Hyundai Elite i20,801000,24737,Petrol,Delhi,2019
1823,Maruti Suzuki Vitara,944999,29147,Diesel,Hyderabad,2019
1824,Hyundai Creta E,969999,48976,Diesel,Pune,2017
1825,Hyundai Creta SX,925000,39240,Petrol,Thane,2017
1826,Maruti Suzuki Alto,281000,70153,Petrol,Kolkata,2018
1827,Hyundai Elite i20,675000,16398,Petrol,Thane,2019
1828,Honda Amaze 1.2,390000,65636,Petrol,Pune,2014
1829,Hyundai Elite i20,575000,30000,Petrol,Kolkata,2017
1830,Hyundai i10 Magna,245000,26916,Petrol,Thane,2012
1831,Hyundai Grand i10,540000,34000,Petrol,Thane,2019
1832,Hyundai Venue SX,1150000,16100,Diesel,Ambattur,2021
1833,Honda City SV,650000,36623,Petrol,Thane,2015
1834,Maruti Suzuki Eeco,645000,1374,CNG,Mumbai,2021
1835,Honda City ZX,1590000,12372,Petrol,Hyderabad,2021
1836,Maruti Suzuki Ciaz,850000,10200,Petrol,Kolkata,2020
1837,Maruti Suzuki S-Presso,465000,28224,Petrol,Mumbai,2020
1838,Maruti Suzuki Wagon,451000,45116,CNG,Pune,2017
1839,Mercedes-Benz CLA 200,2590000,37000,Petrol,Ahmedabad,2018
1840,MG Hector Sharp,1875000,14000,Petrol,Mumbai,2021
1841,Honda City V,730000,59053,Petrol,Ahmedabad,2017
1842,Audi A4 2.0,1500000,73562,Diesel,Hyderabad,2012
1843,Mercedes-Benz GLE 350,3850000,75176,Diesel,Hyderabad,2015
1844,Toyota Corolla Altis,1394000,34316,Petrol,Kolkata,2018
1845,Hyundai Elite i20,779000,42825,Petrol,Bangalore,2018
1846,Toyota Innova Crysta,2975000,23439,Diesel,Thane,2021
1847,Jeep Grand Cherokee,5300000,47300,Petrol,Kolkata,2017
1848,MG ZS EV,1919000,57946,Electric,Bangalore,2020
1849,Mahindra Marazzo M6,1485000,36700,Diesel,Chennai,2021
1850,Land Rover Range,0,36000,Diesel,Bangalore,2019
1851,Maruti Suzuki Wagon,411000,19021,Petrol,Kolkata,2018
1852,Toyota Etios Liva,540000,65243,Diesel,Bangalore,2013
1853,Kia Seltos GTX,1850000,68700,Diesel,Hyderabad,2020
1854,MG Hector Sharp,1698999,28679,Diesel,Bangalore,2019
1855,Tata Nexon XM,928999,27499,Petrol,Chennai,2020
1856,Maruti Suzuki Vitara,700000,86908,Diesel,Thane,2016
1857,Volkswagen Passat 1.8L,335000,55460,Petrol,Kolkata,2010
1858,Ford EcoSport Titanium,679000,54310,Petrol,Mumbai,2017
1859,Honda City ZX,1009000,58165,Petrol,Pune,2017
1860,Mercedes-Benz GLE 300d,8600000,34000,Diesel,Pune,2020
1861,Kia Sonet GTX,1250000,12800,Petrol,Ahmedabad,2022
1862,Hyundai Accent Executive,270000,57704,Petrol,Hyderabad,2011
1863,Honda City ZX,1605999,6116,Petrol,Pune,2022
1864,Honda Brio S,295000,81000,Petrol,Noida,2013
1865,MG Astor Sharp,1549000,2200,Petrol,Bangalore,2022
1866,Mahindra Marazzo M2,1136000,9238,Diesel,Kolkata,2021
1867,Hyundai Verna Fluidic,391000,84344,Petrol,Delhi,2013
1868,Tata Harrier XZ,1695000,47082,Diesel,Bangalore,2019
1869,Hyundai i20 Asta,430000,41429,Petrol,Pune,2012
1870,Hyundai Xcent SX,500000,73000,Diesel + 1,Thiruvallur,2015
1871,Maruti Suzuki Swift,610000,62000,Diesel,Thane,2017
1872,Ford EcoSport Trend,451000,74529,Diesel,Kolkata,2014
1873,Skoda Rapid TSI,1125000,46807,Petrol,Bangalore,2020
1874,Hyundai Grand i10,570000,25971,Petrol,Thane,2017
1875,Maruti Suzuki Dzire,611000,43100,Petrol,Ahmedabad,2018
1876,MG Gloster Savvy,4285000,20264,Diesel,Thane,2021
1877,Maruti Suzuki Ciaz,650000,75000,Petrol,Thane,2016
1878,Honda City V,815000,20580,Petrol,Kolkata,2019
1879,Hyundai Creta 1.6,1167000,28596,Petrol,Delhi,2019
1880,Honda Amaze 1.2,509000,48333,Petrol,Bangalore,2014
1881,Mahindra XUV500 W6,950000,74000,Diesel,Ahmedabad,2017
1882,Toyota Corolla H2,200000,140000,Petrol,Pallikarnai,2005
1883,Maruti Suzuki Vitara,740000,42000,Diesel,Thane,2016
1884,Honda Jazz V,590000,26786,Petrol,Mumbai,2016
1885,Maruti Suzuki Celerio,443000,36415,Petrol,Pune,2016
1886,Mercedes-Benz GLE 250,5400000,42000,Diesel,Pune,2018
1887,Honda City ZX,1511000,7747,Petrol,Mumbai,2021
1888,Maruti Suzuki Swift,734000,18619,Petrol,Pune,2019
1889,Mercedes-Benz GLE 350,4700000,55000,Diesel,Ahmedabad,2017
1890,Hyundai i10 Sportz,345000,36000,Petrol,Mumbai,2012
1891,Renault Kwid 1.0,475000,2066,Petrol,Mumbai,2020
1892,Audi Q2 Premium,3050000,10700,Petrol,Ahmedabad,2020
1893,Maruti Suzuki Dzire,660000,48000,Petrol,Thane,2018
1894,Maruti Suzuki Baleno,498000,48702,Petrol,Delhi,2016
1895,Honda City V,675000,87693,Petrol,Pune,2016
1896,Tata Nexon XMA,1025000,14836,Petrol,Ahmedabad,2021
1897,Tata Harrier Kaziranga,2290000,16000,Diesel,Ahmedabad,2022
1898,Hyundai Elite i20,721000,53864,Petrol,Bangalore,2018
1899,Hyundai Elite i20,839000,14546,Petrol,Bangalore,2019
1900,Honda Amaze 1.2,505000,87150,Petrol,Pune,2017
1901,Maruti Suzuki Celerio,525000,50889,CNG,Pune,2018
1902,Toyota Etios G,275000,70000,Petrol,Noida,2011
1903,Audi A4 35,3275000,47555,Diesel,Bangalore,2018
1904,Datsun redi-GO T,270000,63225,Petrol,Hyderabad,2016
1905,Mahindra KUV100 NXT,492000,60132,Petrol,Kolkata,2020
1906,BMW 5 Series,2099000,42465,Diesel,Kolkata,2016
1907,Mercedes-Benz C-Class 220,1095000,64304,Diesel,Kolkata,2013
1908,Audi A6 35,2400000,79059,Diesel,Ahmedabad,2016
1909,Hyundai Grand i10,725000,18590,CNG,Thane,2021
1910,Hyundai Creta 1.6,875000,75000,Diesel,Delhi,2016
1911,Jeep Compass Longitude,1499000,70400,Diesel,Bangalore,2017
1912,Honda City V,760000,79938,Petrol,Thane,2017
1913,Mahindra XUV300 1.5,1300000,70000,Diesel,Hyderabad,2019
1914,MG Gloster Savvy,4199000,24600,Diesel,Bangalore,2020
1915,Maruti Suzuki Baleno,524000,56800,Petrol,Delhi,2016
1916,Maruti Suzuki Vitara,825000,48174,Diesel,Thane,2018
1917,Volkswagen Polo GT,925000,52000,Petrol,Hyderabad,2019
1918,Renault Captur RXT,690000,34000,Petrol,Mumbai,2018
1919,BMW X1 sDrive20d,3900000,16000,Diesel,Hyderabad,2019
1920,Maruti Suzuki Ritz,345000,92000,Diesel,Hyderabad,2012
1921,Maruti Suzuki Alto,269000,70661,Petrol,Pune,2015
1922,Hyundai Verna SX,1150000,11000,Petrol,Kolkata,2021
1923,Maruti Suzuki Swift,550000,89000,Diesel,Chennai,2014
1924,Ford Endeavour Titanium,3143000,45000,Diesel,Delhi,2018
1925,Mercedes-Benz GLA 200,2175000,53000,Petrol,Mumbai,2017
1926,Nissan Terrano XL,575000,85000,Diesel,Mumbai,2015
1927,Maruti Suzuki Swift,334000,46000,Petrol,Ahmedabad,2012
1928,Maruti Suzuki Dzire,675000,45000,Petrol,Kolkata,2021
1929,Jeep Compass Limited,1341000,48381,Petrol,Thane,2018
1930,Hyundai Grand i10,482000,20225,Petrol,Delhi,2018
1931,Toyota Corolla Altis,1650000,25914,Petrol,Pune,2018
1932,Mercedes-Benz GLE 250,5500000,50012,Diesel,Ahmedabad,2018
1933,MG Hector Smart,1499000,9700,Petrol,Bangalore,2019
1934,Kia Seltos GTX,1864999,8000,Petrol,Mumbai,2021
1935,Hyundai Elite i20,620000,47452,Petrol,Ahmedabad,2016
1936,Honda Jazz V,595000,10861,Petrol,Hyderabad,2016
1937,Maruti Suzuki SX4,171000,76000,CNG,Delhi,2010
1938,Maruti Suzuki A-Star,295000,15000,Petrol,Ambattur,2013
1939,Mahindra Marazzo M6,1137000,10616,Diesel,Kolkata,2020
1940,Hyundai i20 Asta,1195000,10530,Petrol,Bangalore,2021
1941,Honda Civic 1.8S,349000,62500,Petrol,Thane,2012
1942,Kia Seltos GTX,1995000,7358,Petrol,Bangalore,2021
1943,Citroen C5 Aircross,3500000,27000,Diesel,Hyderabad,2021
1944,Honda City 1.5,310000,95000,Petrol,Mumbai,2010
1945,Hyundai Grand i10,415000,36234,Petrol,Kolkata,2018
1946,Maruti Suzuki Alto,389000,54765,CNG,Pune,2019
1947,Hyundai Grand i10,465000,58000,Petrol,Thane,2017
1948,Hyundai Santro Sportz,589000,13772,Petrol,Bangalore,2018
1949,Hyundai Grand i10,778000,8423,CNG,Pune,2021
1950,Ford Endeavour Titanium,3150000,47000,Diesel,Mumbai,2018
1951,Hyundai Verna 1.6,1090000,45000,Diesel,Ahmedabad,2019
1952,Mahindra Scorpio VLX,615000,127000,Diesel,Hyderabad,2014
1953,Honda City V,615000,21946,Petrol,Thane,2015
1954,Hyundai Elite i20,551000,91,Diesel,Ahmedabad,2015
1955,Ford EcoSport Titanium,434000,59685,Diesel,Kolkata,2013
1956,Skoda Superb L&K,3490000,14500,Petrol,Pune,2021
1957,Maruti Suzuki Ertiga,1080000,65917,Diesel,Hyderabad,2018
1958,Maruti Suzuki Wagon,425000,34124,Petrol,Kolkata,2018
1959,Maruti Suzuki Celerio,486000,25834,Petrol,Delhi,2019
1960,Maruti Suzuki Alto,236000,58073,Petrol,Delhi,2014
1961,Maruti Suzuki Wagon,357000,52002,Petrol,Bangalore,2013
1962,Hyundai Tucson GLS,1989999,17852,Diesel,Ahmedabad,2018
1963,Volkswagen Tiguan Highline,2495000,41797,Diesel,Thane,2018
1964,Jaguar XF 2.2,1950000,36000,Diesel,Kolkata,2014
1965,Honda Amaze 1.2,521000,37206,Petrol,Pune,2016
1966,Maruti Suzuki Wagon,335000,106900,CNG,Thane,2013
1967,Hyundai Elite i20,640000,46000,Petrol,Thane,2017
1968,BMW X4 xDrive20d,6250000,13600,Diesel,Ahmedabad,2020
1969,Maruti Suzuki Vitara,735000,69812,Diesel,Delhi,2018
1970,Maruti Suzuki Vitara,801000,33747,Diesel,Delhi,2019
1971,Hyundai Grand i10,360000,36122,Petrol,Kolkata,2015
1972,Maruti Suzuki Wagon,475000,38447,Petrol,Thane,2019
1973,Hyundai Elite i20,635000,18000,Petrol,Thane,2017
1974,Hyundai i10 Magna,295000,63000,Petrol,Mumbai,2013
1975,Hyundai Grand i10,712000,24736,Petrol,Pune,2020
1976,Ford Endeavour Titanium,3189000,25160,Diesel,Delhi,2018
1977,Audi Q3 35,2150000,76840,Diesel,Hyderabad,2016
1978,BMW X1 sDrive20i,4190000,19000,Petrol,Pune,2021
1979,Maruti Suzuki Wagon,450000,56000,Petrol,Thane,2015
1980,Hyundai i10 1.1L,359000,26250,Petrol,Delhi,2015
1981,Hyundai i10 Magna,250000,43278,Petrol,Hyderabad,2008
1982,Hyundai Creta 1.6,1275000,58676,Petrol,Mumbai,2018
1983,Maruti Suzuki Dzire,641000,30663,Petrol,Chennai,2019
1984,Maruti Suzuki Swift,415000,71138,Petrol,Thane,2013
1985,Ford EcoSport Titanium,1085000,17002,Petrol,Bangalore,2019
1986,Skoda Yeti Active,349000,86000,Diesel,Ahmedabad,2012
1987,Hyundai Santro Xing,300000,74000,Petrol,Pallikarnai,2007
1988,Maruti Suzuki Alto,234000,15685,Petrol,Pune,2012
1989,Tata Tiago XE,400000,100088,Petrol,Ambattur,2022
1990,Mercedes-Benz GL 350,4700000,69000,Diesel,Hyderabad,2015
1991,Honda City E,530000,69000,Petrol + 1,Pallikarnai,2014
1992,Maruti Suzuki Baleno,690000,40244,Petrol,Mumbai,2018
1993,Ford EcoSport Titanium,828999,35724,Petrol,Bangalore,2017
1994,Hyundai Tucson 2WD,761000,12030,Diesel,Delhi,2021
1995,Maruti Suzuki Ciaz,697000,43152,Petrol,Pune,2017
1996,Hyundai Creta SX,1195000,120000,Diesel,Hyderabad,2017
1997,MG Hector Sharp,1800000,21105,Petrol,Hyderabad,2021
1998,Honda Brio S,438999,46089,Petrol,Bangalore,2014
1999,Maruti Suzuki Eeco,492000,18568,Petrol,Chennai,2020
2000,Hyundai Grand i10,539000,57847,Petrol,Bangalore,2018
2001,Volkswagen Vento Highline,635000,58436,Diesel,Mumbai,2015
2002,Maruti Suzuki Swift,490000,52000,Petrol,Ahmedabad,2015
2003,Volkswagen Vento Highline,1350000,30788,Petrol,Hyderabad,2021
2004,Honda Amaze 1.5,450000,90354,Diesel,Hyderabad,2014
2005,Kia Seltos HTE,1075000,11870,Petrol,Chennai,2021
2006,Toyota Corolla Altis,345000,149500,CNG,Thane,2010
2007,Hyundai Xcent S,475000,44000,Petrol,Ahmedabad,2015
2008,Hyundai Santa Fe,1625000,55545,Diesel,Bangalore,2015
2009,Tata Tiago Revotron,445000,57000,Petrol,Noida,2018
2010,Skoda Rapid Style,825000,123000,Diesel,Hyderabad,2017
2011,Maruti Suzuki Celerio,445000,24595,Petrol,Mumbai,2016
2012,Maruti Suzuki Ritz,325000,49000,Petrol,Mumbai,2012
2013,Tata Safari XZA,2400000,16600,Diesel,Hyderabad,2021
2014,Maruti Suzuki Ciaz,923000,30830,Petrol,Pune,2018
2015,Maruti Suzuki Wagon,465000,72000,CNG,Thane,2017
2016,Audi A4 2.0,1650000,89070,Diesel,Ahmedabad,2014
